shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
10007,43.416510,-80.545243,70004
10007,43.416556,-80.544893,70005
10007,43.416510,-80.544277,70006
10007,43.416391,-80.542815,70007
10007,43.416391,-80.542815,80001
10007,43.416384,-80.542729,80002
10007,43.416300,-80.541673,80003
10007,43.416307,-80.541225,80004
10007,43.416606,-80.541175,80005
10007,43.416799,-80.541079,80006
10007,43.417029,-80.540903,80007
10007,43.417290,-80.540670,80008
10007,43.417290,-80.540670,90001
10007,43.417403,-80.540568,90002
10007,43.417701,-80.540294,90003
10007,43.418057,-80.539995,90004
10007,43.418533,-80.539557,90005
10007,43.419148,-80.539014,90006
10007,43.419148,-80.539014,100001
10007,43.419368,-80.538821,100002
10007,43.418974,-80.537994,100003
10007,43.418634,-80.537254,100004
10007,43.418481,-80.536790,100005
10007,43.418426,-80.536545,100006
10007,43.418376,-80.536052,100007
10007,43.418394,-80.535466,100008
10007,43.418494,-80.534897,100009
10007,43.418612,-80.534560,100010
10007,43.418612,-80.534560,110001
10007,43.418847,-80.533890,110002
10007,43.419122,-80.533127,110003
10007,43.419208,-80.532735,110004
10007,43.419373,-80.530858,110005
10007,43.419453,-80.530436,110006
10007,43.419558,-80.530159,110007
10007,43.419697,-80.529911,110008
10007,43.419865,-80.529701,110009
10007,43.419661,-80.529343,110010
10007,43.419514,-80.528949,110011
10007,43.419491,-80.528471,110012
10007,43.419501,-80.528419,110013
10007,43.419501,-80.528419,120001
10007,43.419554,-80.528121,120002
10007,43.419767,-80.527521,120003
10007,43.420017,-80.526805,120004
10007,43.420708,-80.524905,120005
10007,43.420708,-80.524905,130001
10007,43.420748,-80.524795,130002
10007,43.421103,-80.523785,130003
10007,43.421451,-80.522806,130004
10007,43.421580,-80.522438,130005
10007,43.421580,-80.522438,140001
10007,43.421807,-80.521791,140002
10007,43.421932,-80.521414,140003
10007,43.422191,-80.520962,140004
10007,43.422508,-80.521372,140005
10007,43.422589,-80.521536,140006
10007,43.422596,-80.521585,140007
10007,43.422596,-80.521585,150001
10007,43.422652,-80.521948,150002
10007,43.422652,-80.523142,150003
10007,43.422715,-80.523456,150004
10007,43.422816,-80.523751,150005
10007,43.422952,-80.524018,150006
10007,43.423120,-80.524247,150007
10007,43.423536,-80.524708,150008
10007,43.424084,-80.525290,150009
10007,43.424291,-80.525420,150010
10007,43.424291,-80.525420,160001
10007,43.424390,-80.525483,160002
10007,43.424718,-80.525706,160003
10007,43.425278,-80.526077,160004
10007,43.425278,-80.526077,170001
10007,43.425376,-80.526142,170002
10007,43.425619,-80.526330,170003
10007,43.425757,-80.526506,170004
10007,43.426000,-80.526964,170005
10007,43.426166,-80.527127,170006
10007,43.426969,-80.527723,170007
10007,43.426969,-80.527723,180001
10007,43.427120,-80.527835,180002
10007,43.427548,-80.526743,180003
10007,43.427679,-80.526398,180004
10007,43.427679,-80.526398,190001
10007,43.427911,-80.525786,190002
10007,43.428570,-80.524051,190003
10007,43.428570,-80.524051,200001
10007,43.428741,-80.523603,200002
10007,43.429108,-80.522584,200003
10007,43.429293,-80.521697,200004
10007,43.429414,-80.521114,200005
10007,43.429571,-80.520393,200006
10007,43.429571,-80.520393,210001
10007,43.429650,-80.520031,210002
10007,43.429809,-80.519523,210003
10007,43.430283,-80.518174,210004
10007,43.430283,-80.518174,220001
10007,43.430352,-80.517980,220002
10007,43.430588,-80.517598,220003
10007,43.430827,-80.517286,220004
10007,43.431063,-80.516793,220005
10007,43.431434,-80.515748,220006
10007,43.431594,-80.515306,220007
10007,43.431594,-80.515306,230001
10007,43.431887,-80.514492,230002
10007,43.432443,-80.512938,230003
10007,43.432443,-80.512938,240001
10007,43.433227,-80.510742,240002
10007,43.433227,-80.510742,250001
10007,43.433456,-80.510099,250002
10007,43.434056,-80.508415,250003
10007,43.434119,-80.508237,250004
10007,43.434119,-80.508237,260001
10007,43.434195,-80.508021,260002
10007,43.434480,-80.507295,260003
10007,43.435253,-80.505893,260004
10007,43.435253,-80.505893,270001
10007,43.435847,-80.504816,270002
10007,43.436248,-80.504082,270003
10007,43.436389,-80.503869,270004
10007,43.436389,-80.503869,280001
10007,43.436558,-80.503612,280002
10007,43.436844,-80.503195,280003
10007,43.436937,-80.502946,280004
10007,43.436994,-80.502690,280005
10007,43.436997,-80.502438,280006
10007,43.437074,-80.502153,280007
10007,43.437233,-80.501724,280008
10007,43.437377,-80.501430,280009
10007,43.437611,-80.501070,280010
10007,43.437710,-80.500937,280011
10007,43.437710,-80.500937,290001
10007,43.437833,-80.500773,290002
10007,43.437980,-80.500603,290003
10007,43.438184,-80.500481,290004
10007,43.438434,-80.500447,290005
10007,43.438699,-80.500402,290006
10007,43.438762,-80.500392,290007
10007,43.439386,-80.499755,290008
10007,43.439386,-80.499755,300001
10007,43.439436,-80.499704,300002
10007,43.440226,-80.498914,300003
10007,43.440626,-80.498503,300004
10007,43.440626,-80.498503,310001
10007,43.440822,-80.498300,310002
10007,43.441029,-80.498134,310003
10007,43.441141,-80.498037,310004
10007,43.441750,-80.497406,310005
10007,43.441754,-80.497403,310006
10007,43.441754,-80.497403,320001
10007,43.442127,-80.497034,320002
10007,43.442364,-80.496785,320003
10007,43.443178,-80.495962,320004
10007,43.444269,-80.494851,320005
10007,43.444360,-80.494761,320006
10007,43.444607,-80.494511,320007
10007,43.444607,-80.494511,330001
10007,43.444959,-80.494153,330002
10007,43.445264,-80.493836,330003
10007,43.445555,-80.493545,330004
10007,43.445681,-80.493412,330005
10007,43.445681,-80.493412,340001
10007,43.445813,-80.493272,340002
10007,43.446150,-80.492933,340003
10007,43.445770,-80.492219,340004
10007,43.445371,-80.491522,340005
10007,43.445631,-80.491209,340006
10007,43.445800,-80.491017,340007
10007,43.446293,-80.490501,340008
10007,43.446756,-80.490022,340009
10007,43.446878,-80.489890,340010
10007,43.446878,-80.489890,350001
10007,43.447039,-80.489715,350002
10007,43.447295,-80.489456,350003
10007,43.447714,-80.489048,350004
10007,43.448223,-80.488499,350005
10007,43.448223,-80.488499,360001
10007,43.448366,-80.488346,360002
10007,43.448641,-80.488053,360003
10007,43.448782,-80.487947,360004
10007,43.449184,-80.487669,360005
10007,43.449700,-80.487352,360006
10007,43.449717,-80.487342,360007
10007,43.449717,-80.487342,370001
10007,43.450325,-80.486950,370002
10007,43.451224,-80.486224,370003
10007,43.451224,-80.486224,380001
10007,43.451357,-80.486117,380002
10007,43.450603,-80.484503,380003
10007,43.450508,-80.484294,380004
10007,43.450508,-80.484294,390001
10007,43.449312,-80.481663,390002
10007,43.449547,-80.481462,390003
10007,43.449758,-80.480862,390004
10007,43.449758,-80.480862,400001
10007,43.450116,-80.479850,400002
10007,43.450288,-80.479339,400003
10007,43.450674,-80.478216,400004
10007,43.451042,-80.477175,400005
10007,43.451042,-80.477175,410001
10007,43.451066,-80.477108,410002
10007,43.451442,-80.475979,410003
10007,43.451571,-80.475639,410004
10007,43.451836,-80.474857,410005
10007,43.451945,-80.474532,410006
10007,43.451945,-80.474532,420001
10007,43.452198,-80.473785,420002
10007,43.452567,-80.472726,420003
10007,43.452702,-80.472322,420004
10007,43.452702,-80.472322,430001
10007,43.452917,-80.471686,430002
10007,43.453347,-80.470382,430003
10007,43.453740,-80.469223,430004
10007,43.454062,-80.468305,430005
10007,43.454235,-80.467755,430006
10007,43.454306,-80.467555,430007
10007,43.454306,-80.467555,440001
10007,43.454534,-80.466909,440002
10007,43.454753,-80.466256,440003
10007,43.455121,-80.465191,440004
10007,43.455877,-80.463039,440005
10007,43.456011,-80.462687,440006
10007,43.456122,-80.462490,440007
10007,43.456122,-80.462490,450001
10007,43.456222,-80.462313,450002
10007,43.456365,-80.462128,450003
10007,43.456625,-80.461880,450004
10007,43.456766,-80.461782,450005
10007,43.457024,-80.461535,450006
10007,43.457245,-80.461227,450007
10007,43.457289,-80.461144,450008
10007,43.457289,-80.461144,460001
10007,43.457408,-80.460923,460002
10007,43.457565,-80.460492,460003
10007,43.457872,-80.459507,460004
10007,43.458341,-80.457976,460005
10007,43.458376,-80.457862,460006
10007,43.458376,-80.457862,470001
10007,43.458453,-80.457611,470002
10007,43.458517,-80.457489,470003
10007,43.458657,-80.457403,470004
10007,43.458793,-80.457399,470005
10007,43.458843,-80.455681,470006
10007,43.458803,-80.455233,470007
10007,43.458680,-80.454675,470008
10007,43.458543,-80.454139,470009
10007,43.458543,-80.454139,480001
10007,43.458381,-80.453509,480002
10007,43.457669,-80.450755,480003
10007,43.457486,-80.450059,480004
10007,43.457318,-80.449456,480005
10007,43.457318,-80.449456,490001
10007,43.457249,-80.449207,490002
10007,43.457152,-80.448959,490003
10007,43.456897,-80.448495,490004
10007,43.456583,-80.448105,490005
10007,43.456224,-80.447801,490006
10007,43.455144,-80.447096,490007
10007,43.454608,-80.446742,490008
10007,43.454330,-80.446567,490009
10007,43.454330,-80.446567,500001
10007,43.453944,-80.446322,500002
10007,43.452889,-80.445633,500003
10007,43.452889,-80.445633,510001
10007,43.452068,-80.445097,510002
10007,43.451281,-80.444590,510003
10007,43.451281,-80.444590,520001
10007,43.450890,-80.444337,520002
10007,43.449708,-80.443583,520003
10007,43.449098,-80.443225,520004
10007,43.448738,-80.443046,520005
10007,43.448738,-80.443046,530001
10007,43.448581,-80.442967,530002
10007,43.447977,-80.442666,530003
10007,43.447347,-80.442329,530004
10007,43.447313,-80.442315,530005
10007,43.447313,-80.442315,540001
10007,43.446923,-80.442150,540002
10007,43.446392,-80.441860,540003
10007,43.446109,-80.441668,540004
10007,43.445755,-80.441365,540005
10007,43.445755,-80.441365,550001
10007,43.445603,-80.441234,550002
10007,43.444596,-80.440349,550003
10007,43.443190,-80.439146,550004
10007,43.443001,-80.438978,550005
10007,43.443001,-80.438978,560001
10007,43.442569,-80.438598,560002
10007,43.442163,-80.438161,560003
10007,43.441890,-80.437822,560004
10007,43.441527,-80.437296,560005
10007,43.441191,-80.436701,560006
10007,43.440222,-80.434717,560007
10007,43.439990,-80.434320,560008
10007,43.439720,-80.433917,560009
10007,43.439315,-80.433417,560010
10007,43.439024,-80.433103,560011
10007,43.439024,-80.433103,570001
10007,43.438367,-80.432394,570002
10007,43.436922,-80.430822,570003
10007,43.436680,-80.431211,570004
10007,43.436680,-80.431211,580001
10007,43.436343,-80.431753,580002
10007,43.435933,-80.432234,580003
10007,43.435606,-80.432752,580004
10007,43.435450,-80.432587,580005
10007,43.435450,-80.432587,590001
10007,43.435024,-80.432136,590002
10007,43.434614,-80.431798,590003
10007,43.434298,-80.431439,590004
10007,43.434145,-80.431234,590005
10007,43.434145,-80.431234,600001
10007,43.433675,-80.430606,600002
10007,43.432788,-80.429648,600003
10007,43.432690,-80.429556,600004
10007,43.432463,-80.429759,600005
10007,43.432463,-80.429759,610001
10007,43.432111,-80.430077,610002
10007,43.431258,-80.430903,610003
10007,43.430579,-80.431595,610004
10007,43.430435,-80.431717,610005
10007,43.430279,-80.431814,610006
10007,43.430192,-80.431850,610007
10007,43.430192,-80.431850,620001
10007,43.430106,-80.431887,620002
10007,43.429826,-80.431928,620003
10007,43.429362,-80.431903,620004
10007,43.429163,-80.431906,620005
10007,43.429001,-80.431937,620006
10007,43.428779,-80.432017,620007
10007,43.428779,-80.432017,630001
10007,43.428679,-80.432052,630002
10007,43.428485,-80.432195,630003
10007,43.427680,-80.432683,630004
10007,43.427522,-80.432759,630005
10007,43.427522,-80.432759,640001
10007,43.427202,-80.432911,640002
10007,43.426690,-80.433021,640003
10007,43.426405,-80.433096,640004
10007,43.426139,-80.433184,640005
10007,43.425938,-80.433276,640006
10007,43.425322,-80.433616,640007
10007,43.425069,-80.433792,640008
10007,43.424511,-80.434246,640009
10007,43.424407,-80.434337,640010
10007,43.424274,-80.434479,640011
10007,43.423836,-80.435079,640012
10007,43.423460,-80.435676,640013
10007,43.423393,-80.435799,640014
10007,43.423210,-80.436122,640015
10007,43.423210,-80.436122,650001
10007,43.422699,-80.437025,650002
10007,43.422565,-80.437257,650003
10007,43.422091,-80.438079,650004
10007,43.422055,-80.438167,650005
10007,43.421979,-80.438321,650006
10007,43.421886,-80.438536,650007
10007,43.421786,-80.438817,650008
10007,43.421691,-80.439170,650009
10007,43.421657,-80.439366,650010
10007,43.421421,-80.440737,650011
10007,43.421287,-80.441524,650012
10007,43.421750,-80.441668,650013
10013,43.451379,-80.444653,10001
10013,43.452068,-80.445097,10002
10013,43.453337,-80.445925,10003
10013,43.453337,-80.445925,20001
10013,43.453944,-80.446322,20002
10013,43.454608,-80.446742,20003
10013,43.455038,-80.447026,20004
10013,43.455038,-80.447026,30001
10013,43.455144,-80.447096,30002
10013,43.456224,-80.447801,30003
10013,43.456583,-80.448105,30004
10013,43.456897,-80.448495,30005
10013,43.457152,-80.448959,30006
10013,43.457249,-80.449207,30007
10013,43.457397,-80.449741,30008
10013,43.457397,-80.449741,40001
10013,43.457486,-80.450059,40002
10013,43.457669,-80.450755,40003
10013,43.458381,-80.453509,40004
10013,43.458680,-80.454675,40005
10013,43.458730,-80.454900,40006
10013,43.458730,-80.454900,50001
10013,43.458803,-80.455233,50002
10013,43.458843,-80.455681,50003
10013,43.458793,-80.457399,50004
10013,43.458657,-80.457403,50005
10013,43.458517,-80.457489,50006
10013,43.458453,-80.457611,50007
10013,43.458341,-80.457976,50008
10013,43.458255,-80.458260,50009
10013,43.458255,-80.458260,60001
10013,43.457872,-80.459507,60002
10013,43.457565,-80.460492,60003
10013,43.457424,-80.460879,60004
10013,43.457424,-80.460879,70001
10013,43.457408,-80.460923,70002
10013,43.457245,-80.461227,70003
10013,43.457024,-80.461535,70004
10013,43.456766,-80.461782,70005
10013,43.456625,-80.461880,70006
10013,43.456365,-80.462128,70007
10013,43.456222,-80.462313,70008
10013,43.456011,-80.462687,70009
10013,43.455877,-80.463039,70010
10013,43.455584,-80.463874,70011
10013,43.455584,-80.463874,80001
10013,43.455121,-80.465191,80002
10013,43.454753,-80.466256,80003
10013,43.454534,-80.466909,80004
10013,43.454259,-80.467688,80005
10013,43.454259,-80.467688,90001
10013,43.454235,-80.467755,90002
10013,43.454062,-80.468305,90003
10013,43.453740,-80.469223,90004
10013,43.453347,-80.470382,90005
10013,43.452917,-80.471686,90006
10013,43.452635,-80.472524,90007
10013,43.452635,-80.472524,100001
10013,43.452567,-80.472726,100002
10013,43.452198,-80.473785,100003
10013,43.451882,-80.474722,100004
10013,43.451882,-80.474722,110001
10013,43.451836,-80.474857,110002
10013,43.451571,-80.475639,110003
10013,43.451442,-80.475979,110004
10013,43.451066,-80.477108,110005
10013,43.451007,-80.477274,110006
10013,43.451007,-80.477274,120001
10013,43.450674,-80.478216,120002
10013,43.450288,-80.479339,120003
10013,43.450116,-80.479850,120004
10013,43.449794,-80.480761,120005
10013,43.449794,-80.480761,130001
10013,43.449547,-80.481462,130002
10013,43.449312,-80.481663,130003
10013,43.450527,-80.484335,130004
10013,43.450527,-80.484335,140001
10013,43.450603,-80.484503,140002
10013,43.449923,-80.485050,140003
10013,43.449675,-80.485235,140004
10013,43.450222,-80.486662,140005
10013,43.450325,-80.486950,140006
10013,43.449700,-80.487352,140007
10013,43.449384,-80.487546,140008
10013,43.449384,-80.487546,150001
10013,43.449184,-80.487669,150002
10013,43.448782,-80.487947,150003
10013,43.448641,-80.488053,150004
10013,43.448498,-80.488205,150005
10013,43.448498,-80.488205,160001
10013,43.448366,-80.488346,160002
10013,43.447714,-80.489048,160003
10013,43.447427,-80.489326,160004
10013,43.447427,-80.489326,170001
10013,43.447295,-80.489456,170002
10013,43.447039,-80.489715,170003
10013,43.446756,-80.490022,170004
10013,43.446293,-80.490501,170005
10013,43.445902,-80.490910,170006
10013,43.445902,-80.490910,180001
10013,43.445800,-80.491017,180002
10013,43.445631,-80.491209,180003
10013,43.445371,-80.491522,180004
10013,43.445770,-80.492219,180005
10013,43.446150,-80.492933,180006
10013,43.445823,-80.493261,180007
10013,43.445823,-80.493261,190001
10013,43.445813,-80.493272,190002
10013,43.445555,-80.493545,190003
10013,43.445264,-80.493836,190004
10013,43.444959,-80.494153,190005
10013,43.444684,-80.494432,190006
10013,43.444684,-80.494432,200001
10013,43.444360,-80.494761,200002
10013,43.444269,-80.494851,200003
10013,43.443178,-80.495962,200004
10013,43.442444,-80.496704,200005
10013,43.442444,-80.496704,210001
10013,43.442364,-80.496785,210002
10013,43.442127,-80.497034,210003
10013,43.441750,-80.497406,210004
10013,43.441141,-80.498037,210005
10013,43.441029,-80.498134,210006
10013,43.440822,-80.498300,210007
10013,43.440359,-80.498777,210008
10013,43.440359,-80.498777,220001
10013,43.440226,-80.498914,220002
10013,43.439436,-80.499704,220003
10013,43.439176,-80.499970,220004
10013,43.439176,-80.499970,230001
10013,43.438762,-80.500392,230002
10013,43.438643,-80.500786,230003
10013,43.438599,-80.501168,230004
10013,43.438468,-80.501640,230005
10013,43.438468,-80.501640,240001
10013,43.438458,-80.501676,240002
10013,43.438371,-80.501877,240003
10013,43.438093,-80.502320,240004
10013,43.437778,-80.502653,240005
10013,43.437367,-80.502922,240006
10013,43.437223,-80.502974,240007
10013,43.436844,-80.503195,240008
10013,43.436638,-80.503495,240009
10013,43.436638,-80.503495,250001
10013,43.436558,-80.503612,250002
10013,43.436248,-80.504082,250003
10013,43.435847,-80.504816,250004
10013,43.435236,-80.505922,250005
10013,43.435236,-80.505922,260001
10013,43.434480,-80.507295,260002
10013,43.434195,-80.508021,260003
10013,43.434119,-80.508237,260004
10013,43.434119,-80.508237,270001
10013,43.434056,-80.508415,270002
10013,43.433456,-80.510099,270003
10013,43.433203,-80.510809,270004
10013,43.433203,-80.510809,280001
10013,43.432102,-80.513892,280002
10013,43.432102,-80.513892,290001
10013,43.431887,-80.514492,290002
10013,43.431434,-80.515748,290003
10013,43.431063,-80.516793,290004
10013,43.430827,-80.517286,290005
10013,43.430588,-80.517598,290006
10013,43.430523,-80.517701,290007
10013,43.430523,-80.517701,300001
10013,43.430352,-80.517980,300002
10013,43.429809,-80.519523,300003
10013,43.429650,-80.520031,300004
10013,43.429613,-80.520201,300005
10013,43.429613,-80.520201,310001
10013,43.429414,-80.521114,310002
10013,43.429293,-80.521697,310003
10013,43.429108,-80.522584,310004
10013,43.428741,-80.523603,310005
10013,43.428481,-80.524287,310006
10013,43.428481,-80.524287,320001
10013,43.427911,-80.525786,320002
10013,43.427643,-80.526494,320003
10013,43.427643,-80.526494,330001
10013,43.427548,-80.526743,330002
10013,43.427120,-80.527835,330003
10013,43.426683,-80.527511,330004
10013,43.426683,-80.527511,340001
10013,43.426166,-80.527127,340002
10013,43.426000,-80.526964,340003
10013,43.425757,-80.526506,340004
10013,43.425694,-80.526426,340005
10013,43.425694,-80.526426,350001
10013,43.425619,-80.526330,350002
10013,43.425376,-80.526142,350003
10013,43.424718,-80.525706,350004
10013,43.424390,-80.525483,350005
10013,43.424084,-80.525290,350006
10013,43.423785,-80.524973,350007
10013,43.423785,-80.524973,360001
10013,43.423536,-80.524708,360002
10013,43.423120,-80.524247,360003
10013,43.422952,-80.524018,360004
10013,43.422816,-80.523751,360005
10013,43.422715,-80.523456,360006
10013,43.422652,-80.523142,360007
10013,43.422652,-80.522709,360008
10013,43.422652,-80.522709,370001
10013,43.422652,-80.521948,370002
10013,43.422589,-80.521536,370003
10013,43.422508,-80.521372,370004
10013,43.422191,-80.520962,370005
10013,43.421932,-80.521414,370006
10013,43.421807,-80.521791,370007
10013,43.421609,-80.522357,370008
10013,43.421609,-80.522357,380001
10013,43.421451,-80.522806,380002
10013,43.421103,-80.523785,380003
10013,43.420748,-80.524795,380004
10013,43.420534,-80.525384,380005
10013,43.420534,-80.525384,390001
10013,43.420017,-80.526805,390002
10013,43.419767,-80.527521,390003
10013,43.419554,-80.528121,390004
10013,43.419491,-80.528471,390005
10013,43.419503,-80.528714,390006
10013,43.419503,-80.528714,400001
10013,43.419514,-80.528949,400002
10013,43.419661,-80.529343,400003
10013,43.419865,-80.529701,400004
10013,43.419697,-80.529911,400005
10013,43.419558,-80.530159,400006
10013,43.419453,-80.530436,400007
10013,43.419373,-80.530858,400008
10013,43.419208,-80.532735,400009
10013,43.419122,-80.533127,400010
10013,43.418847,-80.533890,400011
10013,43.418494,-80.534897,400012
10013,43.418414,-80.535355,400013
10013,43.418414,-80.535355,410001
10013,43.418394,-80.535466,410002
10013,43.418376,-80.536052,410003
10013,43.418426,-80.536545,410004
10013,43.418481,-80.536790,410005
10013,43.418634,-80.537254,410006
10013,43.418974,-80.537994,410007
10013,43.419368,-80.538821,410008
10013,43.419128,-80.539033,410009
10013,43.419128,-80.539033,420001
10013,43.418533,-80.539557,420002
10013,43.418057,-80.539995,420003
10013,43.417701,-80.540294,420004
10013,43.417403,-80.540568,420005
10013,43.417029,-80.540903,420006
10013,43.416860,-80.541033,420007
10013,43.416860,-80.541033,430001
10013,43.416799,-80.541079,430002
10013,43.416606,-80.541175,430003
10013,43.416307,-80.541225,430004
10013,43.416300,-80.541673,430005
10013,43.416384,-80.542729,430006
10013,43.416409,-80.543030,430007
10013,43.416409,-80.543030,440001
10013,43.416510,-80.544277,440002
10013,43.416556,-80.544893,440003
10013,43.416510,-80.545243,440004
10013,43.416291,-80.545791,440005
10013,43.415908,-80.546733,440006
10013,43.415657,-80.547472,440007
10013,43.415657,-80.547472,450001
10013,43.415639,-80.547528,450002
10013,43.415600,-80.547684,450003
10013,43.415442,-80.548523,450004
10013,43.415408,-80.548958,450005
10013,43.415436,-80.549314,450006
10013,43.415469,-80.549518,450007
10013,43.415500,-80.549876,450008
10013,43.415475,-80.550165,450009
10013,43.415431,-80.550446,450010
10013,43.415387,-80.550602,450011
10013,43.415387,-80.550602,460001
10013,43.415350,-80.550734,460002
10013,43.414914,-80.552116,460003
10013,43.414796,-80.552455,460004
10013,43.414770,-80.552610,460005
10013,43.414802,-80.552620,460006
10013,43.414852,-80.552656,460007
10013,43.414884,-80.552698,460008
10013,43.414915,-80.552779,460009
10013,43.414923,-80.552855,460010
10013,43.415379,-80.552861,460011
10013,43.415922,-80.552850,460012
10013,43.417963,-80.552798,460013
10013,43.418398,-80.552791,460014
10013,43.418398,-80.552791,470001
10013,43.421471,-80.552742,470002
10013,43.421914,-80.552741,470003
10013,43.422836,-80.552719,470004
10013,43.422844,-80.552644,470005
10013,43.422858,-80.552586,470006
10013,43.422894,-80.552524,470007
10013,43.422927,-80.552488,470008
10013,43.422962,-80.552464,470009
10013,43.423008,-80.552449,470010
10013,43.423048,-80.552448,470011
10013,43.423094,-80.552462,470012
10013,43.423125,-80.552479,470013
10013,43.423162,-80.552519,470014
10013,43.423196,-80.552575,470015
10013,43.423220,-80.552654,470016
10013,43.423225,-80.552717,470017
10013,43.423386,-80.552716,470018
10013,43.423482,-80.552731,470019
10013,43.423493,-80.552732,470020
10013,43.423493,-80.552732,480001
10013,43.423596,-80.552739,480002
10013,43.425831,-80.552646,480003
10013,43.425831,-80.552646,490001
10013,43.425859,-80.552644,490002
10013,43.426299,-80.552616,490003
10013,43.426758,-80.552637,490004
10013,43.427314,-80.552673,490005
10013,43.428524,-80.552988,490006
10013,43.428629,-80.553008,490007
10013,43.428639,-80.552954,490008
10013,43.428659,-80.552902,490009
10013,43.428683,-80.552857,490010
